Gene	Entrez	ID_REF	SHAM_d01_rep1	SHAM_d01_rep2	SHAM_d01_rep3	SHAM_d01_rep4	SHAM_d01_rep5	SHAM_d01_rep6	SHAM_d01_rep7	PR80.6_d01_rep1	PR80.6_d01_rep2	PR80.6_d01_rep3	PR80.6_d01_rep4	PR80.6_d01_rep5	PR80.6_d01_rep6	PR80.6_d01_rep7	PR810_d01_rep1	PR810_d01_rep2	PR810_d01_rep3	PR810_d01_rep4	PR810_d01_rep5	PR810_d01_rep6	PR810_d01_rep7	PR8100_d01_rep1	PR8100_d01_rep2	PR8100_d01_rep3	PR8100_d01_rep4	PR8100_d01_rep5	PR8100_d01_rep6	PR8100_d01_rep7	TX91_d01_rep1	TX91_d01_rep2	TX91_d01_rep3	TX91_d01_rep4	TX91_d01_rep5	TX91_d01_rep6	TX91_d01_rep7	SHAM_d02_rep1	SHAM_d02_rep2	SHAM_d02_rep3	SHAM_d02_rep4	SHAM_d02_rep5	SHAM_d02_rep6	SHAM_d02_rep7	PR810_d02_rep1	PR810_d02_rep2	PR810_d02_rep3	PR810_d02_rep4	PR810_d02_rep5	PR810_d02_rep6	PR810_d02_rep7	PR8100_d02_rep1	PR8100_d02_rep2	PR8100_d02_rep3	PR8100_d02_rep4	PR8100_d02_rep5	PR8100_d02_rep6	PR8100_d02_rep7	TX91_d02_rep1	TX91_d02_rep2	TX91_d02_rep3	TX91_d02_rep4	TX91_d02_rep5	TX91_d02_rep6	TX91_d02_rep7	SHAM_d03_rep1	SHAM_d03_rep2	SHAM_d03_rep3	SHAM_d03_rep4	SHAM_d03_rep5	SHAM_d03_rep6	SHAM_d03_rep7	PR80.6_d03_rep1	PR80.6_d03_rep2	PR80.6_d03_rep3	PR80.6_d03_rep4	PR80.6_d03_rep5	PR80.6_d03_rep6	PR80.6_d03_rep7	PR810_d03_rep1	PR810_d03_rep2	PR810_d03_rep3	PR810_d03_rep4	PR810_d03_rep5	PR810_d03_rep6	PR810_d03_rep7	PR8100_d03_rep1	PR8100_d03_rep2	PR8100_d03_rep3	PR8100_d03_rep4	PR8100_d03_rep5	PR8100_d03_rep6	PR8100_d03_rep7	TX91_d03_rep1	TX91_d03_rep2	TX91_d03_rep3	TX91_d03_rep4	TX91_d03_rep5	TX91_d03_rep6	TX91_d03_rep7	PR80.2_d03_rep1	PR80.2_d03_rep2	PR80.2_d03_rep3	PR80.2_d03_rep4	PR80.2_d03_rep5	PR80.2_d03_rep6	PR80.2_d03_rep7	SHAM_d10_rep1	SHAM_d10_rep2	SHAM_d10_rep3	SHAM_d10_rep4	SHAM_d10_rep5	SHAM_d10_rep6	SHAM_d10_rep7	PR80.6_d10_rep1	PR80.6_d10_rep2	PR80.6_d10_rep3	PR80.6_d10_rep4	PR80.6_d10_rep5	PR80.6_d10_rep6	PR80.6_d10_rep7	PR80.2_d10_rep1	PR80.2_d10_rep2	PR80.2_d10_rep3	PR80.2_d10_rep4	PR80.2_d10_rep5	PR80.2_d10_rep6	PR80.2_d10_rep7	TX91_d10_rep1	TX91_d10_rep2	TX91_d10_rep3	TX91_d10_rep4	TX91_d10_rep5	TX91_d10_rep6	TX91_d10_rep7
Lman1	70361	ILMN_1212637	0.10781479	-0.012133598	-0.014885902	-0.24387646	0.025726318	0.13457108	-0.13278103	-0.043273926	-0.028178215	-0.15030289	-0.24301338	-0.120233536	-0.057331085	-0.2223177	-0.004016876	-0.26127243	-0.17334747	-0.25460243	-0.120233536	-9.30E-04	-0.2205782	0.05632782	-0.09807682	-0.013280869	-0.39609432	-0.2272644	0.07021141	-0.2736187	0.001519203	-0.14284515	-0.27735233	-0.34034824	-0.041697502	9.30E-04	-0.35062504	-0.040205	0.14313126	0.13300705	0.119838715	0.0412035	0.06617546	0.054781914	-0.077840805	-0.026687622	-0.17559814	0.014056206	0.12578583	0.16935253	0.047732353	0.11953926	0.22455692	-0.002081871	0.23365974	0.1741867	0.03966236	-0.062350273	-0.1538477	0.13078308	-0.21571541	0.1956234	-0.11166382	0.35694313	0.121022224	-0.03866291	-0.14053822	0.05571556	-0.10987949	-0.051258087	-0.06777477	0.07086277	-0.07723713	-0.12141514	0.07278919	0.001844406	-0.15233135	0.43862152	0.25024414	-0.06689167	0.12163925	-0.09164238	-0.045342445	0.032361984	0.3196764	0.11228943	-0.060795784	-0.027256966	0.091890335	-0.07443428	-0.06536007	0.055994034	0.33807278	0.003665924	0.10071182	0.05198288	-0.12205887	0.07467651	0.16480446	0.2925129	-0.06147957	-0.11905575	-0.11905575	-0.02610302	-0.14140892	-0.17102528	-0.09807682	0.12736988	-0.13045788	0.11792755	-0.27442265	-0.16810417	-0.02298832	0.13798428	0.09064102	-0.18952847	0.12260246	-9.30E-04	0.07912445	0.029188156	0.13362789	0.098547935	0.05198288	-0.06298256	0.08008957	-0.02696991	0.09734726	0.16143131	0.07052326	-0.03992176	-0.003721237	-0.02454853	-0.13391876	-0.03364086	0.119838715
LOC232890		ILMN_1212638	-0.043546677	-0.010723114	0.063848495	-0.1802187	-0.009997368	-0.1569624	-0.11380768	-0.12735844	-0.27286053	-0.09285736	-0.15128326	-0.14517403	-0.20380402	-0.2158947	-0.106744766	-0.006690979	-0.01139164	-0.09285736	-0.21050453	-0.087225914	-0.094120026	-0.1796093	-0.10295677	-0.018517494	-0.21050453	-0.07699585	-0.1564703	-0.10235691	-0.196064	-0.30938053	-0.096717834	-0.20799065	-0.18779755	-0.14070415	-0.11710453	0.10916519	-0.09347916	-0.001303673	0.096450806	0.02429676	0.24894905	0.07102203	0.1961441	0.0651474	0.17844391	0.18086815	0.023498535	0.34035683	0.2408266	0.1373787	0.23932552	0.23618793	0.20250893	-0.054721832	0.025675774	0.26582813	0.001302719	-0.042886734	0.14555931	-0.1500225	0.18382454	0.20399189	0.07957363	0.07881069	0.2312994	0.046242714	0.001302719	-0.009324074	-0.15185356	-0.28695297	-0.031399727	0.24406433	0.03627968	-0.25314426	0.09513378	-0.14129066	0.09943676	-0.001303673	0.23297119	0.18608284	0.2408266	0.1721983	-0.0561409	0.3756237	0.38187027	0.48176765	0.27904415	0.15911102	0.1883831	0.13122559	0.47233295	-0.14190674	-0.059871674	0.17142963	0.019168854	-0.18600082	-0.32687378	0.029758453	-0.12611294	-0.19433022	-0.20325089	-0.040991783	-0.08149719	0.008256912	-0.03207493	-0.01583004	0.006209374	-0.007987022	0.11142731	-0.008628845	0.01398468	-0.08536339	0.08028412	0.49661827	0.21695614	0.025017738	0.09718609	0.34969044	0.20021725	0.04409218	-0.12163067	0.223876	0.36424255	0.13897038	0.25734615	0.14274502	-0.08347416	-0.004650116	-0.023341179	-0.012602806	-0.003351212	0.019168854	0.18382454
2310045L10Rik		ILMN_1212639	-0.15163565	-0.101000786	-0.1121335	0.08131647	0.09601784	0.12445116	-0.021240711	-0.32662153	-0.29964876	-0.032248497	0.024285316	-0.045111656	0.03160858	0.24217367	-0.17990208	-0.3443246	0.12197399	0.12753868	0.10931349	0.13460398	0.0424757	-0.36929512	-0.26573372	-0.050833702	-0.2695136	-0.07872105	0.11403847	-0.059046745	-0.23267078	-0.20279884	-0.12890482	-0.02329874	-0.007110596	0.00606823	-0.10691595	0.22389221	0.22824001	0.028209686	0.025941849	0.32077122	0.53214884	0.26034784	0.24869537	-0.021421432	0.03587675	0.07904196	-0.00271225	0.38246346	0.14849043	-0.21919537	0.048235893	-0.17650986	-0.028136253	-0.23860693	-0.20953989	-0.08042288	0.27931976	0.10210371	0.28795767	0.24631166	0.34040642	0.26645994	0.026139736	0.014849663	0.001075745	0.107851505	0.016455173	-0.1374259	0.13957834	0.3510375	-0.039516926	-0.04640293	0.21268082	-0.04706955	-0.08159733	0.18235302	0.050820827	-0.50544786	-0.33326435	-0.10959244	-0.21275759	-0.4747634	-0.15595579	-0.07518768	-0.5911851	-0.25820637	-0.23982382	-0.35512733	-0.4324813	-0.12933064	0.0537858	-0.028136253	-0.23311567	0.002906323	-0.20600462	-0.24615574	0.25956583	0.1689992	-0.28740788	-0.20898485	-0.002000809	0.09639835	-0.06418848	-0.17466879	-0.009380817	-0.07058048	0.0633688	0.09507799	0.3672614	0.059294224	0.154212	0.2059474	-0.37866354	-0.28601933	-0.053545	-0.10916948	-0.11751509	-0.17983532	0.13142157	-0.3302312	-0.09854221	-0.025268555	-0.065321445	-0.1145668	-0.15971851	-0.001075745	-0.2721281	-0.08159733	0.04429674	0.00891304	0.04418564	0.016557693	0.09203243
D430018P08		ILMN_1212644	0.108401775	0.18369961	-0.050331593	0.20847702	-0.016525745	0.006108761	-0.051869392	0.25923824	0.4254241	-0.13288546	-7.83E-04	-0.07805729	-0.10328245	-0.07074356	0.10807037	0.14162207	-0.075779915	0.0682497	-0.083713055	-0.021867752	-0.012872219	0.062894344	7.83E-04	0.031665325	0.0336833	0.007514	-0.11412668	0.031367302	0.30305433	0.005922794	-0.17758322	0.029028893	0.05876732	0.01877594	0.10460186	-0.048422813	0.07539797	-0.20767546	-0.051229	0.068968296	-0.11494398	0.053026676	-0.060159206	-0.15086937	-0.13447475	-0.10087347	-0.017353535	0.10641432	-0.009342194	0.003406525	-0.23726034	-0.3580389	-0.18558168	-0.26257992	-0.12323427	-0.020867825	-0.009022236	0.012293816	0.014063835	-0.11286974	-0.17970943	-0.12053537	0.22207451	0.09915638	0.042993546	0.009343147	0.004699707	0.17687035	-0.2477889	-0.30515957	0.21331501	0.045446873	-0.043893814	0.09841871	0.18693256	-0.2360735	-0.16970539	-0.06317568	0.15436077	-0.057602882	0.18100214	0.31628275	-0.12597036	-0.24698591	-0.017841816	-0.07728338	-0.019282818	0.16877174	0.003985405	-0.14494514	0.19712973	0.028330803	0.08994055	0.033911705	0.14071131	0.009654999	0.025880814	0.18842077	0.239254	-0.025753975	0.02456379	0.10740137	0.10994434	-0.02159214	-0.029128075	0.047489643	0.08722162	0.055502415	-0.033938885	0.057785988	-0.0763278	0.1393776	0.28196	0.12503433	0.038803577	0.037366867	0.053738594	0.008641243	0.0351305	0.13440943	0.00571394	-0.05353737	0.19529533	0.033607006	-0.08243322	0.08828926	-0.089152336	-0.07505369	-0.034532547	0.07039881	0.03032589	-0.017455101	0.114762306
Slc6a13	14412	ILMN_1212645	-0.1280675	-0.10795164	-0.029885292	-0.0627408	-0.2337203	-0.0838213	-0.12705326	-0.089049816	0.03086853	-0.058112144	-0.2670803	-0.0968132	-0.029263496	-0.08637476	-0.026585579	0.14389753	-0.19479895	-0.075983524	-0.078131676	-1.98E-04	-0.107693195	-0.07070637	-0.066055775	0.058588505	-0.13347101	0.10033703	0.18874884	-0.12723494	-0.3288188	-0.16026449	-0.10271931	-0.19011211	-0.2177043	-0.08192253	-0.118210316	-0.031086922	0.12189245	0.124473095	0.07678175	0.10757637	0.14112663	0.19169235	0.029925346	0.20508242	0.2609148	0.17767715	0.17184591	0.2110138	0.24788094	0.229218	0.28072643	0.3587737	0.11663818	0.09980345	0.15335608	0.24580479	0.086582184	0.054436207	0.13376379	0.033450603	-0.14360952	-0.0371809	-0.05789709	-0.13311529	-0.05481291	-0.06397247	-0.103401184	-0.024913311	0.15996838	0.059794426	-0.0658617	-0.092577934	-0.070828915	-0.09107351	-0.08832121	0.07368755	0.18017244	-0.018312931	0.05756235	0.034030437	0.058009624	0.017788887	0.08515835	0.058862686	0.16970587	0.087984085	0.11248112	0.1523571	0.1576209	0.18593788	0.30176067	-0.19825554	0.025222778	-0.054798603	-0.008854389	-0.12951231	0.06894684	1.97E-04	-0.09292364	-0.057864666	-0.09510994	-0.099731445	-0.08320522	-0.089119434	0.07304859	-0.09861231	0.004756928	-0.003195286	-0.03633213	-0.022748947	-0.17416716	0.068201065	-0.25863647	-0.12943363	0.002541542	-0.0339303	-0.03060484	0.052328587	-0.012788296	-0.2411294	-0.09794521	-0.016822338	0.058664322	-0.058033466	0.03034401	0.036098957	-0.22519684	-0.07335329	0.039092064	-0.044820786	-0.068892	-0.039968014	-0.019696236
Zkscan5	22757	ILMN_1212646	0.4964075	0.18542337	0.07415056	-0.16584921	-0.040308	0.23998356	-0.10379553	0.60052586	0.5818672	0.17654657	-0.22990465	0.052471638	-0.074519634	-0.023762226	0.50938797	0.28258324	0.085195065	-0.06772566	-0.075222015	0.110247135	-0.072827816	0.47197533	0.3153534	0.37767315	0.044332027	-0.024476528	0.01584673	-0.033721447	0.4976616	0.40929604	0.09055853	0.019584656	0.1621666	0.31137133	0.107834816	-0.24613523	0.06662989	-0.19074392	-0.1610117	-0.07835722	-0.2747965	-0.17367649	-0.60806704	-0.22278643	-0.42617416	-0.3013482	-0.5589242	-0.4672122	-0.30086613	-0.16754198	-0.004061222	0.05078268	0.022696972	-0.104114056	-0.114272594	0.11436319	-0.44171333	0.09077597	-0.3305583	-0.28907585	-0.53240347	-0.21716738	-0.21747017	0.11959839	0.4994173	0.15641737	-0.2009263	0.37433577	0.058926582	-0.068822384	0.26525164	0.40578127	-0.10177231	-0.20542192	0.35202456	-0.012516022	-0.1824646	0.25462532	0.3632946	-0.08980274	-0.004061222	0.46275234	0.32738018	0.14445114	0.5285864	0.63739204	0.3514037	0.027063847	0.5434456	0.21827698	0.24743843	0.15974998	0.104587555	-0.002699852	-0.1198616	0.24416542	-0.133739	-0.021205902	0.238976	-0.07470131	-0.019507885	-0.04583645	0.1302433	-0.117424965	-0.11374092	0.52396584	0.062425613	0.2127757	-0.51172733	0.036254883	0.014942169	-0.015397072	0.39864302	0.20217133	0.021545887	-0.16879416	-0.034832	-0.10670662	-0.1954937	0.31620407	0.001770496	0.18813086	0.102087975	0.001400471	-0.13607883	0.031952858	0.14445114	-0.001400948	0.17267609	-0.28494358	-0.24333334	0.005764484	-0.1127038
4732496O08Rik	242736	ILMN_1212648	0.044361115	-0.11197281	0.27834606	-0.2028246	-0.16185951	-0.122299194	-0.36919975	0.28787613	0.33628178	-0.04514122	-0.12281418	-0.21676731	-0.2899809	-0.1519041	0.2043562	0.082606316	0.1769762	-0.0395813	-0.24322224	-0.1456232	-0.086606026	-0.05415535	-0.019618988	0.14488697	0.11368847	-0.18917084	-0.04514122	-0.1057806	-0.10122776	-0.018504143	0.12273502	-0.007878304	-0.10266018	0.13513565	-0.083660126	-0.5849886	-0.16213894	-0.17175007	0.30013084	0.16118908	-0.2843418	0.35186005	-0.617671	0.03505993	-0.15610886	-0.010229111	0.100131035	-0.04860592	0.67691517	-0.055870056	-0.118037224	-0.03122425	0.6210995	0.23161888	0.44555855	0.32693386	-0.2931471	0.043768883	-0.09555149	-0.2602005	0.21533489	0.19264126	0.25514603	0.06498337	0.15196419	-0.053896904	-0.24808884	-0.042481422	0.42951775	0.23829174	0.28564072	0.19665241	0.02072525	-0.2735052	0.31987572	0.66133213	0.24226475	-0.21197414	0.28469563	-0.090945244	-0.33421135	0.31359005	0.5864496	0.4976015	0.533411	0.47611046	0.31738186	-0.119226456	0.6294136	0.7104969	0.62077904	-0.015258789	0.023312569	0.2210741	-0.23053265	0.2626629	0.20585251	0.359066	0.0431242	0.014029503	0.27522945	-0.24614334	-0.34609985	-0.17495632	-0.3411045	0.12607002	0.123978615	0.16150093	-0.43182755	-0.28701687	-0.30380344	-0.071793556	0.021325111	0.5968609	0.40896416	-0.34687996	-0.36946964	-0.19825363	0.00787735	0.46449375	-0.4572935	-0.0895319	-0.3323326	0.06158638	-0.2260046	-0.29133034	0.15872097	-0.12683678	0.031651497	-0.35785675	-0.20716858	-0.26923943	-0.04276657
Gcc2	70297	ILMN_1212649	-0.3234558	-0.092309	-0.15640497	0.036943436	0.25967026	0.26371813	-0.08154917	-0.09103441	-0.008450031	-0.035414696	0.015467167	0.15761995	0.33259106	-0.09314728	-0.38399363	-0.25048685	-0.10815287	-0.04461527	0.26728916	0.25739574	-0.1763277	-0.19582605	-0.124409676	-0.16989326	-0.14378881	0.19841194	0.30879116	0.014273644	-0.07527113	0.037602425	-0.04798174	-0.08506489	0.25374842	0.17635727	-0.025472164	0.14544153	-0.28983736	0.4282546	-0.022553444	0.53831196	0.20920563	0.16955948	0.11379528	-0.24514484	0.17759466	-0.035236835	0.35999155	0.14913654	0.17683649	0.09027767	-0.38763428	0.30925798	-0.045651913	0.2868042	0.19275379	0.19147015	0.24602032	-0.06732988	0.4013176	-0.016848564	0.46523142	0.29198456	-0.12019777	-0.041113377	-0.082574844	0.42250824	0.22018957	-0.023880005	0.07651138	0.006335735	-0.31552935	-0.27855492	0.21528625	0.14646626	-0.31802177	-0.20022154	-0.054719448	-0.15150213	-0.15784073	0.031193256	0.20920563	-0.14366388	-0.39392757	-0.15659475	-0.44674826	-0.2919259	-0.0586133	0.029604435	-0.16094494	-0.352355	-0.2450819	-0.2763257	-0.22289467	0.11872482	0.15716124	-0.17399931	-0.05363846	-0.14804459	-0.2900343	-0.091287136	0.029242992	0.15637255	0.03507948	0.21998644	0.001481056	-0.18973446	0.12833261	0.2725377	0.14356565	-0.08176613	0.3703456	0.20460558	-0.3678007	-0.18813944	0.033758163	-0.030956268	-0.17376757	0.11497021	-0.15648127	-0.21569109	-0.03699255	-0.004488945	-0.060503006	-0.12689304	0.025174618	-0.11323452	-0.1889205	-0.14296961	0.073112965	0.029043674	-0.07708788	0.27553844	-0.15557814
LOC383811		ILMN_1212650	-0.072588444	-0.18191051	-0.057382584	0.004388332	-0.022537708	0.016251564	0.06843281	0.036947727	-0.0755887	-0.08586073	-0.11718941	0.038798332	-0.057902336	-0.106255054	-0.14439201	-0.09689474	-0.02367735	0.038630486	-0.039943695	0.02541256	-0.1067276	0.016371727	-0.08686733	-0.028949738	0.063429356	0.15603733	-0.013751984	0.054557323	0.011147499	-0.08661461	0.03418207	-6.39E-05	0.024729252	0.040855885	0.037783146	0.02695322	-0.018724442	0.24128056	0.22586727	0.24597502	0.034419537	0.013572216	0.19887924	-0.001513481	0.08780146	-0.08233166	0.09075928	0.23095036	0.056188583	0.25252724	0.025279999	0.0905776	0.09568834	-0.04889679	0.104641914	-0.13664103	0.24622536	0.07193375	0.1488266	0.090137005	0.1835289	0.1557374	0.09437132	-0.10555172	0.16001463	0.03357029	0.020740509	0.22245312	-0.08848095	0.12525177	-0.061204433	0.16616583	-0.07202387	-0.020296097	-0.16919994	-0.041024685	0.10518837	-0.054804325	-0.001624584	0.06873894	0.037749767	0.07760525	0.09408665	-0.030624866	-0.11308098	-0.00365448	-0.081774235	0.110860825	6.44E-05	0.09708214	-0.11651516	-0.06822586	-0.079319	-0.04460287	-0.049407005	-0.05948496	-0.16490412	0.18701124	-0.13400745	0.052435875	-0.023530006	-0.05248308	-0.22816086	0.09096861	-0.038981915	-0.0976367	-0.18748951	-0.11377382	-0.010779381	0.016066551	0.09619236	-0.11804199	-0.06074381	-0.11691713	0.044093132	-0.091756344	-0.029850006	0.1315465	-0.05041933	0.057713985	0.024909496	0.10175085	-0.011793613	-0.03238821	0.10718346	0.013009548	-0.07790375	-0.007145405	-0.06307125	-0.20231676	0.002723217	0.0638504	-0.10138893
9330137I11Rik		ILMN_1212652	0.056970596	0.101336	-0.008807659	-0.10064888	-0.083443165	0.108923435	0.06256676	-0.003734589	-0.080400944	0.05060053	-0.022193432	-0.104365826	-0.09116888	-0.14554644	-0.113183975	-0.05271101	0.054687977	0.087500095	-0.10537815	-0.013256073	-0.0126791	0.09244728	-0.058523178	-0.12578344	-0.015190601	-0.05606556	0.12631798	0.067735195	0.045523643	-0.021429539	-0.06330538	0.07042456	0.057971	-0.052200794	-0.16047287	0.035537243	-0.008619785	-0.012155533	0.009066105	-0.052145958	0.19726515	0.02200985	0.07336569	-0.006856442	0.16515875	0.19263458	0.37343597	-0.0298028	0.1239624	-0.012764454	0.05098915	0.13850737	0.14716053	0.18882275	-0.04113102	0.12678528	0.13791847	0.2144723	-0.15409088	0.021683216	0.103664875	-0.044992924	0.13047409	0.046605587	0.054664135	0.005390167	-0.18309402	-0.019947529	-0.17042398	-0.024319649	0.16981936	0.05290556	-0.009285927	0.014196873	-0.076438904	0.17948866	0.15399647	0.1315465	0.09998369	0.08446932	0.03323555	0.024068356	-0.13434076	0.057160854	0.024776936	0.04852009	0.0086236	0.032083035	-0.037405014	0.31790447	-0.07255745	-0.006264687	0.007716179	-0.031758785	-0.05289173	-0.107272625	0.033284664	0.009048462	-0.060897827	0.043183327	-0.00757122	0.001469135	-0.001468658	-0.003071308	0.042217255	0.08467054	-0.057978153	0.029594898	0.043762684	-0.009591103	-0.026098251	-0.08420992	0.09834051	0.007384777	0.047058105	-0.06803179	-0.039625168	0.016474724	-0.1108799	-0.00378418	-0.04445076	-0.08939791	-0.040339947	0.015223026	-0.039999485	-0.062182903	0.005424976	0.017087936	0.07853031	-0.08020496	-0.07312584	0.029931545	-0.024196625
Rftn2	74013	ILMN_1212653	0.15267944	0.023156166	-0.15599442	0.246665	0.40003014	0.41818523	0.09874058	0.4436741	0.43757343	0.30669212	0.20005989	0.19831085	0.37819767	0.23603344	0.20711899	0.34508133	0.27981377	0.34484673	0.19317055	0.4245596	0.081373215	0.07574463	-0.06423855	0.105814934	0.20518494	0.16130543	0.26657963	0.2860632	0.21405792	0.24966717	0.14723206	0.26581573	0.45793343	0.70988464	0.11458397	0.28762722	0.48035908	0.453969	0.53324604	0.27825165	0.40054607	-1.01E-04	-0.22472095	-0.2552986	-0.82078266	-0.46486568	-0.8565984	-0.32463312	-0.47466707	-0.82661295	-0.6631603	-0.7622342	-0.7273183	-1.2367291	-0.93781376	-0.7915826	-0.055815697	0.060091972	-0.013532639	-0.16659975	-0.11128616	-0.21373844	-0.26369858	1.01E-04	0.015001297	0.23051834	0.15310764	-0.04075241	-0.11950493	0.14672565	-0.014250755	-0.43955564	0.03895092	0.16450691	-0.23825693	-0.3411169	-0.18351555	-0.37751436	-0.76003075	-0.36980057	-0.38446808	-0.4562478	-0.35412455	-0.7603617	-0.7752862	-1.1220942	-1.0787244	-1.0921459	-0.8151908	-0.78515005	-1.0462642	-0.19943333	-0.108602524	0.026337624	0.04159832	-0.011226654	-0.3393588	-0.11371851	0.101161	-0.013998032	0.08955288	0.44478512	0.13076687	0.19293976	0.5195885	0.040626526	0.004693031	0.44155502	0.058340073	-0.030294418	0.43194103	0.6242285	-0.26895332	0.06722069	-0.15401602	-0.08910847	-0.4431739	-0.44400358	0.03895092	0.109360695	-0.1339612	-0.18616724	-0.0820322	-0.2038312	-0.13673735	0.16691971	-0.11014366	-0.21464062	0.08556461	0.051847458	-0.13903427	0.033945084	0.08186531
LOC385110		ILMN_1212660	-0.02455759	0.054993153	0.14648485	-0.031211853	-0.10446119	0.014929771	0.056825638	-0.036315918	-0.12537289	-0.04394865	-0.13635969	-0.06477451	-0.054221153	-0.08488083	-0.013600349	0.09511137	0.17304182	-0.17819357	-0.06621313	-0.06552696	0.050515175	-0.084391594	0.037745	0.1762147	0.010654926	-0.13908195	-0.092623234	-0.004353523	0.003880501	-0.08227205	-0.02955532	-0.06776333	-0.116076946	0.003068447	-0.03224945	0.038028717	0.062068462	0.003229618	-0.0294528	0.08966589	0.09278059	0.014247417	0.10778904	0.059061527	-0.15613556	0.021753788	0.031651974	-0.025771618	0.06674719	0.23748112	0.120186806	0.073102474	-0.008331299	0.22550869	0.18811083	0.07357597	-0.071234226	-0.03976059	0.03983164	-0.022743225	0.18199396	0.04962063	0.1196394	0.026019573	-0.067653656	0.07645607	-0.04600191	0.010744095	0.12571096	0.05930519	0.06323147	-0.13363028	0.027870178	-0.04022646	-0.13061666	0.082726	0.022782803	0.029025555	-0.15779686	-0.08095026	-0.011126995	0.032512188	0.09210348	-0.024926662	-0.011991501	-0.012784004	-0.11352825	0.005917549	-0.025272846	0.31836367	0.14073229	-0.15672016	-0.083319664	-0.13728523	-0.10112047	-0.09609032	0.10391426	-0.004061222	0.041948795	-0.09769058	0.021476269	-0.099728584	-0.075332165	-0.06186056	-0.10050249	-0.07244873	-0.001655579	0.10819864	-0.018116951	0.037860394	-0.12402153	-0.10538149	0.08601999	0.07787752	0.038836002	-0.025635242	-0.107059956	-0.070625305	-0.06876135	-0.007363319	0.030242443	0.11355066	-0.047987938	-0.038615704	-0.16907644	-0.06568766	-0.08572769	0.016819	0.009568214	-0.053102016	-0.049911022	-0.1500535	-0.08843517
3110001O07Rik		ILMN_1212663	0.030457497	-0.15639305	0.25644112	0.03813553	0.28983784	0.1124053	0.16447163	-0.036332607	-0.23780489	0.27796745	0.049767494	0.0670743	0.1951456	0.19210958	-0.17256641	-0.31154966	0.15887403	0.18479681	0.058063507	0.08941746	0.15208864	-0.15512228	-0.35090733	0.32131624	-0.06995392	-0.046735764	-0.0361495	-0.013605595	-0.11293745	-0.3142724	0.17933226	0.1339345	0.1626215	-0.054041862	-0.122573376	-0.08081341	-0.15424204	-0.003790379	0.200634	-0.3771882	-0.27115488	0.17067957	-0.3444028	-0.21322155	-0.32662773	-0.1836114	-0.40604925	-0.21322155	0.098146915	-0.49514246	-0.091686726	-0.18969631	0.14859486	-0.22115755	-0.41040707	0.12629175	-0.258883	-0.114720345	-0.22115755	-0.009676933	-0.19472504	-0.22495604	-0.07899904	-0.1470232	0.28457928	0.24477863	0.26979208	-0.13002253	0.041069508	0.106523514	-0.17934132	-0.25280666	0.20664263	0.16198587	-0.17077112	-0.04404068	0.205122	-0.08299875	0.1432991	0.09042978	0.07503033	-0.012611866	0.1624217	0.08438301	-0.23623085	-0.005342484	0.10462999	-0.11346054	0.0730443	0.006947041	0.10229349	-0.13877201	-0.15745544	0.07201815	0.020315647	0.040505886	-0.3722725	0.05866003	-0.21570873	-0.077138424	0.15255785	-0.1136508	0.003790379	0.007727623	-0.05520296	-0.060073376	-0.23211908	0.21358347	0.20195675	0.22904539	0.09569788	0.008752346	-0.33695173	-0.23640728	-0.01124239	0.08801746	0.20195675	0.16405392	0.004811764	-0.14422178	-0.028989315	0.026424885	-0.09430742	-0.050435543	0.17067957	0.034918785	-0.5290842	-0.16955137	0.09530163	0.27440977	0.08619785	0.11405802	-0.12149048
1700041I07Rik	73273	ILMN_1212664	0.096805096	1.72E-04	-0.04202938	0.025579453	-0.063830376	0.22159863	0.10241747	-0.07403803	0.13068151	0.07240486	0.07885599	-0.02346325	-1.72E-04	-0.09572744	0.27109432	0.13163471	0.062116146	0.13432217	-0.05297613	0.08757782	0.022580624	-0.06777668	0.005809307	0.08934021	-0.009032726	0.09061718	-0.004168034	-0.070644855	0.10858917	0.23772478	0.13119268	0.16030121	-0.03520012	0.024663925	0.08382082	0.1730156	-0.15414906	-0.2839837	-0.06427908	-0.28619862	-0.1267004	-0.16717196	0.18843842	-0.21448898	0.14058495	-0.14333677	-0.10142279	-0.26505184	0.015732765	0.09457874	0.023228168	0.019811153	-0.0993309	-0.12492752	-0.22649956	0.03245592	0.14735985	-0.10638189	0.07312727	-0.01954317	-0.03916073	-0.14343071	-0.21274805	0.13163471	0.15689802	0.08715916	0.084097385	0.23902225	-0.049997807	-0.14232683	0.03858137	-0.02652502	-0.03007698	-0.120194435	-0.013334751	-0.18311214	-0.08949947	0.06592369	-0.005536079	0.09864664	0.055524826	0.062871456	0.08128977	-0.036025524	-0.006812096	0.1391983	0.035634995	0.02471304	0.045331955	-0.16822481	-0.013540268	0.10182524	0.048680305	-0.040056705	0.105174065	0.11097813	-0.18702698	-0.13260031	-0.020028591	0.089641094	-0.03374386	0.04191351	0.12193251	-0.007740021	-0.017635822	0.09358454	-0.020246506	0.04624653	0.1225729	0.002630711	0.018885612	0.116692066	0.11974096	0.08578205	-0.050526142	0.13040209	0.021817207	0.018585682	0.1182518	-0.009396076	0.1005826	0.11387205	-0.047299862	0.11342955	-0.031974316	-0.10153723	0.053961277	0.10965538	0.030371666	-0.024224758	0.023114681	-0.05796194	0.06879425
